				
0.909312	0.036856	0.531982	0.0285183	0.00725591
3.06653	1.36378	0.311024	0.167484	0.0914481
3.80188	0.419098	1.22583	0.287974	0.0139087
0.932114	1.02785	0.575245	0.139048	0.0122834
3.17894	0.0369047	0.045335	0.191217	0.00679441
4.1044	0.980311	0.0685468	0.106713	0.00627685
5.17922	1.08363	0.00331506	0.049079	0.000449879
3.70699	0.244071	0.0552289	0.00394296	0.0391844
3.31589	0.289304	0.0547115	0.253502	0.102567
2.04678	0.886176	0.089344	0.0900301	0.0162126
0.674654	0.6839	0.0693461	0.0769545	0.204284
3.35814	2.19354	0.324682	0.173734	0.131958
2.87046	0.738895	0.0873598	0.0368725	0.131686
3.16791	0.484201	0.554578	0.0149483	0.0045782
5.56872	0.181075	0.37489	0.0830002	0.0020959
4.92232	1.2422	0.01814	0.00360966	0.174519
1.31029	0.814382	0.274942	0.133365	0.00114025
1.78811	0.543884	0.122363	0.353996	0.00115133
0.858445	0.978289	0.319985	0.00497439	0.0513059
0.803033	0.574411	0.412423	0.10307	0.00112437
5.56407	1.30545	0.472834	0.449933	0.00024511
1.97315	1.46942	0.0993215	0.202177	0.0001689
3.08436	1.46101	0.0722056	0.0163531	0.00037106
0.439607	1.06093	0.140009	0.161866	0.0304236
2.79403	0.249896	0.852364	0.611817	0.00273869
5.81097	0.555548	0.150376	0.0619773	0.00269347
1.55721	1.82925	0.0703996	0.0250286	0.0424408
3.55423	0.81169	0.156016	0.0923995	0.0868566
2.14923	0.644407	0.130911	0.113999	0.00694768
2.2672	0.659593	0.0215279	0.100946	0.0219013
2.45548	0.134075	0.00256019	0.0473074	0.0596107
2.49672	0.481801	0.120575	0.0265372	0.0164331
2.76095	0.546343	0.568502	0.0464671	0.0991987
4.27331	0.394486	0.0851698	0.0994377	0.000138139
5.15617	0.401552	0.0311138	0.003371	0.0224119
1.92398	0.93526	0.417376	0.0463073	0.0741149
2.41753	0.772655	0.406685	0.0563764	0.0347205
5.06426	0.893742	0.379462	0.0348583	0.0126479
1.9447	1.19964	0.294061	0.0608762	0.0159343
3.44428	1.20207	0.162588	0.511565	0.0466433
1.83584	1.98533	0.0561116	0.128673	0.000360232
0.732143	2.2404	0.277302	0.0098289	0.00116374
2.71518	0.149746	0.202184	0.0335279	0.281737
4.30592	0.826281	0.059768	0.0821867	0.00179809
3.64006	0.0919455	0.297785	0.0175414	0.00322824
2.22347	0.798968	0.159026	0.082761	0.0894104
1.12685	0.687129	0.0491589	0.059059	0.00958113
1.85463	0.0390087	0.251852	0.0906694	0.0213604
2.18959	0.67733	0.25311	0.0932391	0.230797
3.39077	0.658026	0.0569897	0.164519	0.00410744
5.48208	2.71364	0.218017	0.103573	0.0202929
7.26647	1.38478	0.0884417	0.467485	0.00425759
