				
1.09812	1.12242	0.182036	0.00474843	0.020154
4.2126	0.350101	0.172523	0.0559616	0.00223592
2.33849	0.272488	0.220601	0.0115944	0.048339
5.79186	0.841484	0.482356	0.260611	0.0133321
2.97948	0.870805	0.260832	0.0519506	0.0798563
6.34877	1.39163	0.149184	0.00762337	0.00132387
3.76467	0.431786	0.547233	0.00725506	0.00685706
2.68669	1.01625	0.00784891	0.0497026	0.0101045
4.88605	0.165173	0.159832	0.161793	0.00177288
1.65047	1.44005	0.798138	0.285582	0.0176493
5.3896	0.808982	0.0380072	0.0399903	0.133199
1.62478	0.273138	0.230924	0.486588	0.0943192
4.58331	0.895051	0.0658524	0.117952	0.0314979
1.47063	0.28425	0.0971784	0.000643842	0.00205931
1.64939	0.623991	0.537168	0.0796348	0.0298919
2.70845	1.52761	0.224414	0.000949082	0.0116741
4.23327	0.193989	0.295044	0.275837	0.190011
3.66536	0.0392138	0.0174863	0.0445909	0.0618856
1.63774	0.494398	0.143687	0.0113561	0.00702239
5.42363	0.681587	0.193086	0.178012	0.00432609
2.55435	0.818108	0.0221993	0.120027	0.02132
2.97391	1.18085	0.356401	0.00970625	0.095638
3.35804	0.502034	0.29801	0.0423096	0.0378784
3.31996	0.232834	0.0389944	0.00887567	0.00418824
1.8124	2.32914	0.254441	0.0441466	0.0023529
3.59245	0.146751	1.05782	0.307039	0.00620763
0.961354	0.631253	0.0153395	0.100055	0.496214
1.95725	1.29169	0.33885	0.0896175	0.0086509
5.83279	0.299698	0.00772514	0.155175	0.388909
2.68851	0.313341	0.416117	0.0144819	0.00221784
4.52802	0.983977	0.419849	0.498739	0.0228501
2.58711	0.393483	0.180562	0.322413	0.000654383
3.98874	0.653286	0.240212	0.125718	0.00032958
4.39087	2.8019	0.131492	0.0444828	5.60103e-05
3.59287	0.525368	0.312104	0.0159367	0.000882266
3.78747	1.16902	0.171598	0.0338078	0.00106403
1.5635	0.5266	0.686931	0.113217	0.000327727
2.83528	0.174948	0.487407	0.000143878	0.0278326
1.24963	0.650174	0.0540834	0.0156655	0.00825715
7.97321	1.67045	0.636371	0.317171	0.0415586
0.221435	0.933524	0.240094	0.17021	3.93161e-05
2.39362	0.327282	0.248084	0.292456	0.0659683
1.14051	0.814086	0.126565	0.0878233	0.0809388
1.81179	3.30159	0.0102546	0.15803	0.00241133
