				
1.243844697	2.604572305	3.809606691	5.078482483	5.950087673
1.205470598	1.781678123	2.877809705	5.217742968	5.363534465
1.130039254	1.745088250	2.988786194	5.116012212	5.378924571
1.252224296	1.810272313	2.936421312	5.150992397	5.331054875
1.271490650	1.853181476	2.889258681	5.169557480	5.401363177
1.279689990	1.826083073	2.938470168	5.290037483	5.401269729
1.150172405	1.725653647	2.847048062	5.199682516	5.377130490
1.252627209	1.767875852	2.943916375	5.249753196	5.363668415
1.344886756	1.752591484	2.949227928	5.203563362	5.368961179
1.207041603	1.757467508	2.975884868	5.114512049	5.360160086
1.302502104	1.759794613	2.878588639	5.169042712	5.448285752
1.295746797	1.757663482	2.850577828	5.249388389	5.364918147
1.196308290	1.723686921	2.943480983	5.170326797	5.419824259
1.192029896	1.775837804	2.924704139	5.167353305	5.382012584
1.151264440	1.783985113	2.958762907	5.150258644	5.489424442
1.195885681	1.855833899	2.949493809	5.284685493	5.500907918
1.285151630	1.821788754	2.914143679	5.191755484	5.451950447
1.199391911	1.778908226	2.987303181	5.234726818	5.481134724
1.222050236	1.859976801	2.974792409	5.280929558	5.516003713
1.212316698	1.725353048	2.994848041	5.292254424	5.422688715
1.206929089	1.743728023	2.999412364	5.076562212	5.457383032
1.242015559	1.769114692	3.061247207	5.204246601	5.544628700
1.230986189	1.745274863	3.010903175	5.131229618	5.436269378
1.206434963	1.748333274	3.011695801	5.180355417	5.482424684
1.169780002	1.844132027	3.070643413	5.196706259	5.529164070
1.240566845	1.769486944	3.002846308	5.227288201	5.493205349
1.333995392	1.723681332	3.021283722	5.160414439	5.512814554
1.179300734	1.845396011	2.953084890	5.311978265	5.473063813
1.223477297	1.790950291	3.036615233	5.335964483	5.449344877
1.199642920	1.810034921	2.896960323	5.274524335	5.478275072
